Program Kodu,Kurum Adı,Ünvanı,Kadro Detayları,İl,Kontenjan,Boş Kontenjan,Min Puan,Max Puan
301017087,Eti Maden İşletmeleri Genel Müdürlüğü ,Memur,4453Aşağıdaki lisans programlarından birinden mezun olmak.3268 - Muhasebe3269 - Muhasebe Bilgi Sistemleri3381 - Muhasebe ve Finansman4322 - Muhasebe ve Maliye5123 - Muhasebe ve Finansal Yönetim / Muhasebe ve Finans Yönetimi9115 - Muhasebe ve Denetim9262 - Finans ve Muhasebe9308 - İşletme-Muhasebe ve Denetim,Balıkesir,1,,78.353,78.353
301016282,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Memur,"4478Aşağıdaki lisans programlarından birinden mezun olmak.3355 - Uluslararası Ticaret3356 - Uluslararası Ticaret ve İşletmecilik5131 - Uluslararası Ticaret ve Finansman9108 - Uluslararası İşletmecilik ve Ticaret9218 - Uluslararası Ticaret ve Pazarlama9282 - Uluslararası Ticaret ve Finans4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü)",Kırıkkale,2,,78.310,78.965
301018403,Meteoroloji Genel Müdürlüğü ,Mühendis,4683Aşağıdaki lisans programlarından birinden mezun olmak.6262 - Meteoroloji Mühendisliği,Şırnak,1,,78.217,78.217
301021028,Ulaştırma ve Altyapı Bakanlığı ,Mühendis,4490Aşağıdaki lisans programlarından birinden mezun olmak.4382 - Ulaşım Mühendisliği9357 - Ulaştırma Mühendisliği,Ankara,1,,78.003,78.003
301016198,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Memur,"4478Aşağıdaki lisans programlarından birinden mezun olmak.3355 - Uluslararası Ticaret3356 - Uluslararası Ticaret ve İşletmecilik5131 - Uluslararası Ticaret ve Finansman9108 - Uluslararası İşletmecilik ve Ticaret9218 - Uluslararası Ticaret ve Pazarlama9282 - Uluslararası Ticaret ve Finans4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü)",Çankırı,1,,77.901,77.901
301020790,Türkiye İstatistik Kurumu Başkanlığı ,Diğer Teknik Hizmet Personeli,4524Aşağıdaki lisans programlarından birinden mezun olmak.3224 - İstatistik ve Bilgisayar Bilimleri4525Aşağıdaki lisans programlarından birinden mezun olmak.3223 - İstatistik8229 - Matematik ve İstatistik,Kayseri,1,,77.872,77.872
301020741,Türkiye İstatistik Kurumu Başkanlığı ,Diğer Teknik Hizmet Personeli,4524Aşağıdaki lisans programlarından birinden mezun olmak.3224 - İstatistik ve Bilgisayar Bilimleri4525Aşağıdaki lisans programlarından birinden mezun olmak.3223 - İstatistik8229 - Matematik ve İstatistik,Ankara,10,,77.857,81.912
301018830,T.C.Devlet Demiryolları İşletmesi Genel Müdürlüğü ,Hareket Memuru,"1101Cinsiyeti Erkek olmak.4437Aşağıdaki lisans programlarından birinden mezun olmak.3227 - İşletme Bilgi Yönetimi3361 - Yönetim Bilişim Sistemleri4216 - Bilgi İşlemi8210 - İşletme Enformatiği9286 - Teknoloji ve Bilgi Yönetimi9427 - Yönetim Bilimi ve Bilişim Sistemleri4443Aşağıdaki lisans programlarından birinden mezun olmak.3270 - Muhasebe ve Finansman Öğretmenliği8134 - İşletme Öğretmenliği8209 - İş Yönetimi ve Ticaret Eğitimi Öğretmenliği / İş Yönetimi ve Ticaret Öğretmenliği8211 - İşletme, Muhasebe ve Ticaret Öğretmenliği8234 - Muhasebe-İşletme Öğretmenliği8267 - Ticaret - İş Eğitimi Öğretmenliği4480Aşağıdaki lisans programlarından birinden mezun olmak.9118 - Gümrük İşletme9425 - Gümrük İşletmeciliği4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi4491Aşağıdaki lisans programlarından birinden mezun olmak.1286 - ULUSLARARASI ULAŞTIRMA SİSTEMLERİ4517Aşağıdaki lisans programlarından birinden mezun olmak.4395 - Uygulamalı Matematik5107 - Finans Matematiği6256 - Matematik4524Aşağıdaki lisans programlarından birinden mezun olmak.3224 - İstatistik ve Bilgisayar Bilimleri4525Aşağıdaki lisans programlarından birinden mezun olmak.3223 - İstatistik8229 - Matematik ve İstatistik4527Aşağıdaki lisans programlarından birinden mezun olmak.3256 - Matematik ve Bilgisayar Bilimleri3258 - Matematik ve Bilgisayar / Matematik-Bilgisayar8228 - Matematik ve İnformatik / Matematik-İnformatik8230 - Matematik-Bilgisayar Programcılığı8277 - Uygulamalı Matematik ve Bilgisayar7257Seyahate ve Arazide Çalışmaya Elverişli olmak.7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7327(Bakınız Başvurma Özel Şartları Bölümü TCDD Genel Müdürlüğü).",Erzurum,1,,77.823,77.823
301018781,T.C.Devlet Demiryolları İşletmesi Genel Müdürlüğü ,Hareket Memuru,"1101Cinsiyeti Erkek olmak.4437Aşağıdaki lisans programlarından birinden mezun olmak.3227 - İşletme Bilgi Yönetimi3361 - Yönetim Bilişim Sistemleri4216 - Bilgi İşlemi8210 - İşletme Enformatiği9286 - Teknoloji ve Bilgi Yönetimi9427 - Yönetim Bilimi ve Bilişim Sistemleri4443Aşağıdaki lisans programlarından birinden mezun olmak.3270 - Muhasebe ve Finansman Öğretmenliği8134 - İşletme Öğretmenliği8209 - İş Yönetimi ve Ticaret Eğitimi Öğretmenliği / İş Yönetimi ve Ticaret Öğretmenliği8211 - İşletme, Muhasebe ve Ticaret Öğretmenliği8234 - Muhasebe-İşletme Öğretmenliği8267 - Ticaret - İş Eğitimi Öğretmenliği4480Aşağıdaki lisans programlarından birinden mezun olmak.9118 - Gümrük İşletme9425 - Gümrük İşletmeciliği4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi4491Aşağıdaki lisans programlarından birinden mezun olmak.1286 - ULUSLARARASI ULAŞTIRMA SİSTEMLERİ4517Aşağıdaki lisans programlarından birinden mezun olmak.4395 - Uygulamalı Matematik5107 - Finans Matematiği6256 - Matematik4524Aşağıdaki lisans programlarından birinden mezun olmak.3224 - İstatistik ve Bilgisayar Bilimleri4525Aşağıdaki lisans programlarından birinden mezun olmak.3223 - İstatistik8229 - Matematik ve İstatistik4527Aşağıdaki lisans programlarından birinden mezun olmak.3256 - Matematik ve Bilgisayar Bilimleri3258 - Matematik ve Bilgisayar / Matematik-Bilgisayar8228 - Matematik ve İnformatik / Matematik-İnformatik8230 - Matematik-Bilgisayar Programcılığı8277 - Uygulamalı Matematik ve Bilgisayar7257Seyahate ve Arazide Çalışmaya Elverişli olmak.7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7327(Bakınız Başvurma Özel Şartları Bölümü TCDD Genel Müdürlüğü).",Diyarbakır,1,,77.808,77.808
301021203,Yükseköğretim Kurulu Başkanlığı ,Bilgisayar İşletmeni,"4070Aşağıdaki lisans programlarından birinden mezun olmak.3186 - Fransız Dili ve Edebiyatı4264 - Fransız Dili8131 - Fransız Dili ve Kültürü4071Aşağıdaki lisans programlarından birinden mezun olmak.3187 - Fransızca Öğretmenliği4081Aşağıdaki lisans programlarından birinden mezun olmak.1399 - Fransızca Mütercim ve Tercümanlık1402 - İngilizce, Fransızca Mütercim ve Tercümanlık8184 - Mütercim-Tercümanlık (Fransızca)8242 - Mütercim-Tercümanlık (İng-Fra-Türkçe)9502 - Mütercim Tercümanlık (Almanca/Fransızca)9511 - Mütercim Tercümanlık (İngilizce/Fransızca)4111Aşağıdaki lisans programlarından birinden mezun olmak.9300 - Bölge Bilim (Fransa-Fransız Dili)6225M.E.B.'Dan Onaylı Bilgisayar İşletmeni Sertifikası Sahibi olmak.",Ankara,1,,77.795,77.795
301021196,Yükseköğretim Kurulu Başkanlığı ,Bilgisayar İşletmeni,4026Aşağıdaki lisans programlarından birinden mezun olmak.4208 - Arnavutça9346 - Arnavut Dili ve Edebiyatı4027Aşağıdaki lisans programlarından birinden mezun olmak.4230 - Bulgar Filolojisi4028Aşağıdaki lisans programlarından birinden mezun olmak.3136 - Bulgar Dili ve Edebiyatı4030Aşağıdaki lisans programlarından birinden mezun olmak.4228 - Boşnakça9347 - Boşnak Dili ve Edebiyatı4031Aşağıdaki lisans programlarından birinden mezun olmak.3293 - Rus Dili ve Edebiyatı9125 - Rus Dili4032Aşağıdaki lisans programlarından birinden mezun olmak.9375 - Rus Dili ve Edebiyatı Öğretmenliği4033Aşağıdaki lisans programlarından birinden mezun olmak.4342 - Rusça Öğretmenliği4034Aşağıdaki lisans programlarından birinden mezun olmak.4341 - Rus Filolojisi4036Aşağıdaki lisans programlarından birinden mezun olmak.4381 - Ukrayna Dili9533 - Ukrayna Dili ve Edebiyatı4042Aşağıdaki lisans programlarından birinden mezun olmak.8255 - Slav Dilleri ve Edebiyatı4078Aşağıdaki lisans programlarından birinden mezun olmak.1396 - BULGARCA MÜTERCİM VE TERCÜMANLIK9394 - Mütercim Tercümanlık (Bulgarca)4087Aşağıdaki lisans programlarından birinden mezun olmak.1401 - RUSÇA MÜTERCİM VE TERCÜMANLIK9223 - Mütercim-Tercümanlık (Rusça)6225M.E.B.'Dan Onaylı Bilgisayar İşletmeni Sertifikası Sahibi olmak.,Ankara,1,,77.622,77.622
301019460,T.C.Devlet Demiryolları İşletmesi Genel Müdürlüğü ,Sürveyan,1101Cinsiyeti Erkek olmak.4535Aşağıdaki lisans programlarından birinden mezun olmak.3128 - Bilgisayar ve Kontrol Öğretmenliği3129 - Bilgisayar ve Öğretim Teknolojileri Öğretmenliği8152 - Bilgisayar Teknolojisi Öğretmenliği8310 - Bilgisayar ve Öğretim Teknolojileri Öğretimi8347 - Kontrol Öğretmenliği9150 - Bilgisayar ve Öğretim Teknolojileri Eğitimi4547Aşağıdaki lisans programlarından birinden mezun olmak.3182 - Fizik4553Aşağıdaki lisans programlarından birinden mezun olmak.3368 - Fizik Öğretmenliği4613Aşağıdaki lisans programlarından birinden mezun olmak.3161 - Elektrik Öğretmenliği8180 - Elektrik İşleri Öğretmenliği9766 - Elektrik Eğitimi4621Aşağıdaki lisans programlarından birinden mezun olmak.3164 - Elektronik Öğretmenliği3167 - Elektronik ve Haberleşme Öğretmenliği4252 - Elektronik4253 - Elektronik ve Telekomünikasyon6165 - Elektronik ve Bilgisayar Öğretmenliği8181 - Elektronik İşleri Öğretmenliği9484 - Endüstriyet Elektronik Teknolojisi Öğretmenliği4622Aşağıdaki lisans programlarından birinden mezun olmak.8350 - Telekomünikasyon Öğretmenliği4631Aşağıdaki lisans programlarından birinden mezun olmak.5120 - Mekatronik Öğretmenliği7257Seyahate ve Arazide Çalışmaya Elverişli olmak.7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7327(Bakınız Başvurma Özel Şartları Bölümü TCDD Genel Müdürlüğü).,Sivas,1,,77.605,77.605
301016205,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Memur,"4478Aşağıdaki lisans programlarından birinden mezun olmak.3355 - Uluslararası Ticaret3356 - Uluslararası Ticaret ve İşletmecilik5131 - Uluslararası Ticaret ve Finansman9108 - Uluslararası İşletmecilik ve Ticaret9218 - Uluslararası Ticaret ve Pazarlama9282 - Uluslararası Ticaret ve Finans4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü)",Denizli,1,,77.425,77.425
301016233,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Memur,"4478Aşağıdaki lisans programlarından birinden mezun olmak.3355 - Uluslararası Ticaret3356 - Uluslararası Ticaret ve İşletmecilik5131 - Uluslararası Ticaret ve Finansman9108 - Uluslararası İşletmecilik ve Ticaret9218 - Uluslararası Ticaret ve Pazarlama9282 - Uluslararası Ticaret ve Finans4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü)",Erzurum,1,,77.368,77.368
301016268,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Memur,"4478Aşağıdaki lisans programlarından birinden mezun olmak.3355 - Uluslararası Ticaret3356 - Uluslararası Ticaret ve İşletmecilik5131 - Uluslararası Ticaret ve Finansman9108 - Uluslararası İşletmecilik ve Ticaret9218 - Uluslararası Ticaret ve Pazarlama9282 - Uluslararası Ticaret ve Finans4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü)",Kahramanmaraş,2,,77.346,77.924
301016128,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Memur,"4478Aşağıdaki lisans programlarından birinden mezun olmak.3355 - Uluslararası Ticaret3356 - Uluslararası Ticaret ve İşletmecilik5131 - Uluslararası Ticaret ve Finansman9108 - Uluslararası İşletmecilik ve Ticaret9218 - Uluslararası Ticaret ve Pazarlama9282 - Uluslararası Ticaret ve Finans4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü)",Afyonkarahisar,1,,77.333,77.333
301016331,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Memur,"4478Aşağıdaki lisans programlarından birinden mezun olmak.3355 - Uluslararası Ticaret3356 - Uluslararası Ticaret ve İşletmecilik5131 - Uluslararası Ticaret ve Finansman9108 - Uluslararası İşletmecilik ve Ticaret9218 - Uluslararası Ticaret ve Pazarlama9282 - Uluslararası Ticaret ve Finans4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü)",Sivas,6,,77.327,79.223
301016247,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Memur,"4478Aşağıdaki lisans programlarından birinden mezun olmak.3355 - Uluslararası Ticaret3356 - Uluslararası Ticaret ve İşletmecilik5131 - Uluslararası Ticaret ve Finansman9108 - Uluslararası İşletmecilik ve Ticaret9218 - Uluslararası Ticaret ve Pazarlama9282 - Uluslararası Ticaret ve Finans4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü)",Hatay,2,,77.300,79.344
301016191,Devlet Demiryolları Taşımacılık A.Ş Genel Müdürlüğü ,Memur,"4478Aşağıdaki lisans programlarından birinden mezun olmak.3355 - Uluslararası Ticaret3356 - Uluslararası Ticaret ve İşletmecilik5131 - Uluslararası Ticaret ve Finansman9108 - Uluslararası İşletmecilik ve Ticaret9218 - Uluslararası Ticaret ve Pazarlama9282 - Uluslararası Ticaret ve Finans4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7368(Bakınız Başvurma Özel Şartları Bölümü T.C. Devlet Demiryolları Taşımacılık A.Ş. Genel Müdürlüğü)",Bitlis,1,,77.294,77.294
301019341,T.C.Devlet Demiryolları İşletmesi Genel Müdürlüğü ,Sürveyan,1101Cinsiyeti Erkek olmak.4517Aşağıdaki lisans programlarından birinden mezun olmak.4395 - Uygulamalı Matematik5107 - Finans Matematiği6256 - Matematik4519Aşağıdaki lisans programlarından birinden mezun olmak.3370 - Matematik Öğretmenliği4547Aşağıdaki lisans programlarından birinden mezun olmak.3182 - Fizik4553Aşağıdaki lisans programlarından birinden mezun olmak.3368 - Fizik Öğretmenliği4640Aşağıdaki lisans programlarından birinden mezun olmak.3253 - Makina Ressamlığı ve Konstrüksiyon Öğretmenliği / Makine Resmi ve Konstrüksiyonu Öğretmenliği / Makine-Resim ve Konstrüksiyon Öğr5117 - Makine Öğretmenliği8223 - Makine8224 - Makina Ressamlığı Öğretmenliği / Makine Ressamlığı Öğretmenliği8295 - Makina (Dkk)9446 - Makine Model Öğretmenliği9530 - Makine Ressamlığı4665Aşağıdaki lisans programlarından birinden mezun olmak.3359 - Yapı Öğretmenliği3360 - Yapı Ressamlığı Öğretmenliği8284 - Yapı İşleri Öğretmenliği8285 - Yapı Tasarımı Öğretmenliği9488 - Altyapu9545 - ALT YAPI EĞİTİMİ4687Aşağıdaki lisans programlarından birinden mezun olmak.4297 - Jeodezi4298 - Jeodezi ve Haritacılık9515 - Jeodezi ve Fotogrametri4688Aşağıdaki lisans programlarından birinden mezun olmak.9288 - Tapu ve Kadastro / Tapu Kadastro7257Seyahate ve Arazide Çalışmaya Elverişli olmak.7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7327(Bakınız Başvurma Özel Şartları Bölümü TCDD Genel Müdürlüğü).,İstanbul,1,,77.269,77.269
301018872,T.C.Devlet Demiryolları İşletmesi Genel Müdürlüğü ,Hareket Memuru,"1101Cinsiyeti Erkek olmak.4437Aşağıdaki lisans programlarından birinden mezun olmak.3227 - İşletme Bilgi Yönetimi3361 - Yönetim Bilişim Sistemleri4216 - Bilgi İşlemi8210 - İşletme Enformatiği9286 - Teknoloji ve Bilgi Yönetimi9427 - Yönetim Bilimi ve Bilişim Sistemleri4443Aşağıdaki lisans programlarından birinden mezun olmak.3270 - Muhasebe ve Finansman Öğretmenliği8134 - İşletme Öğretmenliği8209 - İş Yönetimi ve Ticaret Eğitimi Öğretmenliği / İş Yönetimi ve Ticaret Öğretmenliği8211 - İşletme, Muhasebe ve Ticaret Öğretmenliği8234 - Muhasebe-İşletme Öğretmenliği8267 - Ticaret - İş Eğitimi Öğretmenliği4480Aşağıdaki lisans programlarından birinden mezun olmak.9118 - Gümrük İşletme9425 - Gümrük İşletmeciliği4484Aşağıdaki lisans programlarından birinden mezun olmak.4393 - Uluslararası Ticaret ve Lojistik Yönetimi9009 - Uluslararası Ticaret ve Lojistik9378 - Uluslararası Ticaret, Lojistik ve İşletmecilik4485Aşağıdaki lisans programlarından birinden mezun olmak.3354 - Uluslararası Lojistik ve Taşımacılık / Uluslararası Lojistik5130 - Ulaştırma ve Lojistik8222 - Lojistik Yönetimi9110 - Uluslararası Lojistik Yönetimi9376 - Lojistik9387 - Lojistik ve Taşımacılık9415 - Ulaştırma ve Lojistik Yönetimi4491Aşağıdaki lisans programlarından birinden mezun olmak.1286 - ULUSLARARASI ULAŞTIRMA SİSTEMLERİ4517Aşağıdaki lisans programlarından birinden mezun olmak.4395 - Uygulamalı Matematik5107 - Finans Matematiği6256 - Matematik4524Aşağıdaki lisans programlarından birinden mezun olmak.3224 - İstatistik ve Bilgisayar Bilimleri4525Aşağıdaki lisans programlarından birinden mezun olmak.3223 - İstatistik8229 - Matematik ve İstatistik4527Aşağıdaki lisans programlarından birinden mezun olmak.3256 - Matematik ve Bilgisayar Bilimleri3258 - Matematik ve Bilgisayar / Matematik-Bilgisayar8228 - Matematik ve İnformatik / Matematik-İnformatik8230 - Matematik-Bilgisayar Programcılığı8277 - Uygulamalı Matematik ve Bilgisayar7257Seyahate ve Arazide Çalışmaya Elverişli olmak.7300Bu kadro/pozisyonda vardiya sistemi uygulanmaktadır.7327(Bakınız Başvurma Özel Şartları Bölümü TCDD Genel Müdürlüğü).",İzmir,3,,77.225,79.016
301021126,Ulaştırma ve Altyapı Bakanlığı ,Mühendis,4495Aşağıdaki lisans programlarından birinden mezun olmak.3149 - Deniz Ulaştırma İşletme Mühendisliği3195 - Güverte8294 - Güverte (Dkk),İstanbul,1,,77.115,77.115
301020930,Ulaştırma ve Altyapı Bakanlığı ,Denizcilik Sörvey Mühendisi,4495Aşağıdaki lisans programlarından birinden mezun olmak.3149 - Deniz Ulaştırma İşletme Mühendisliği3195 - Güverte8294 - Güverte (Dkk)4733Aşağıdaki lisans programlarından birinden mezun olmak.3190 - Gemi Makineleri İşletme Mühendisliği8193 - Gemi Makineleri Mühendisliği4736Aşağıdaki lisans programlarından birinden mezun olmak.3189 - Gemi İnşaatı Mühendisliği8322 - Gemi İnşaat ve Gemi Makineleri Mühendisliği / Gemi İnşaatı ve Gemi Makineleri Mühendisliği7115Son 5 Yıl İçerisinde KPDS/YDS En Az E Seviyesinde İngilizce Bilmek.7337(Bakınız Başvurma Özel Şartları Bölümü Gemi Sörvey Kurulu Uzmanı).,İstanbul,1,,77.048,77.048
301020692,Türkiye İstatistik Kurumu Başkanlığı ,İstatistikçi,4524Aşağıdaki lisans programlarından birinden mezun olmak.3224 - İstatistik ve Bilgisayar Bilimleri4525Aşağıdaki lisans programlarından birinden mezun olmak.3223 - İstatistik8229 - Matematik ve İstatistik,Erzurum,3,,77.032,79.461
